Muscle_Group,Exercise,Difficulty_Level,Equipment_Required,Target_Intensity,Primary_Muscle_Group,Secondary_Muscle_Group,Exercise_Duration,Recovery_Time,Exercise_Type,Calories_Burned,Exercise_Progression,Injury_Risk_Level
Shoulders,Battle Rope,Intermediate,Battle Rope,Moderate,Back,,10 minutes,2 minutes,Strength,90,Increase duration,Low
Cardio,Short Stride Run,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,100,None,Low
Erector Spinae,Hyperextension,Intermediate,Hyperextension Bench,Moderate,Lower Back,Glutes,15 minutes,3 minutes,Strength,150,Add weights,Moderate
Abs,Reverse Plank,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Shoulders,Dumbbell Lying One-Arm Rear Lateral Raise,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,80,Increase weight,Low
Shoulders,Lateral Raise Machine,Beginner,Lateral Raise Machine,Low,Shoulders,None,10 minutes,2 minutes,Strength,70,Increase resistance,Low
Shoulders,Scott Press,Advanced,Dumbbell,High,Shoulders,Triceps,12 minutes,3 minutes,Strength,120,Increase weight,Moderate
Shoulders,Band Pull-Apart,Beginner,Resistance Band,Low,Shoulders,Upper Back,8 minutes,1 minute,Strength,60,Increase band tension,Low
Shoulders,Bent Over Reverse Cable Fly,Intermediate,Cable Machine,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Bent-Over Barbell Reverse Raise,Advanced,Barbell,High,Shoulders,Rear Deltoid,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Shoulders,Weighted Round Arm,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Shoulders,Weight Plate Front Raise,Intermediate,Weight Plate,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Chest,Dumbbell Upward Fly,Intermediate,Dumbbell,Moderate,Chest,Shoulders,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Shoulders,Two Arm Cable Lateral Raise,Intermediate,Cable Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Full Body,Landmine Squat to Press,Advanced,Landmine,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,Moderate
Shoulders,Cable Shoulder Press,Intermediate,Cable Machine,Moderate,Shoulders,Triceps,12 minutes,3 minutes,Strength,110,Increase resistance,Moderate
Shoulders,Barbell Rear Delt Raise,Advanced,Barbell,High,Shoulders,Rear Deltoid,12 minutes,3 minutes,Strength,120,Increase weight,Moderate
Shoulders,Double Cable Front Raise,Intermediate,Cable Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Hip,Standing Hip Extension,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,60,Increase duration,Low
Shoulders,Standing Smith Machine Shoulder Press,Intermediate,Smith Machine,Moderate,Shoulders,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Shoulders,Dumbbell W Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell One Arm Shoulder Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Scaption,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Full Body,Barbell Clean and Press,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Dumbbell Cuban Press,Intermediate,Dumbbell,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Cuban External Rotation,Intermediate,Dumbbell,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase weight,Low
Abs,Plank,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Abs,Side Plank,Beginner,None,Low,Core,Obliques,5 minutes,1 minute,Isometric,50,Increase duration,Low
Abs,Russian Twist,Intermediate,Medicine Ball,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase weight,Low
Abs,Leg Pull-in Knee-ups,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Flutter Kick,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Jackknife Sit-ups (V-Up),Intermediate,None,Moderate,Core,Lower Abs,10 minutes,2 minutes,Strength,90,Increase reps,Low
Abs,Long Arm Crunch,Beginner,None,Low,Core,Upper Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Hollow Hold,Beginner,None,Low,Core,None,5 minutes,1 minute,Isometric,50,Increase duration,Low
Abs,Glute Bridge,Beginner,None,Low,Glutes,Hamstrings,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Butterfly Sit-up,Beginner,None,Low,Core,Lower Abs,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Plank Knee to Elbow,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Side Plank Rotation,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Push-up With Rotation,Intermediate,None,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase reps,Moderate
Abs,Side Lying Feet Raise,Beginner,None,Low,Core,Obliques,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Side Hip Abduction,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Side Lying Hip Adduction,Beginner,None,Low,Hips,Inner Thigh,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Seated Alternating Dumbbell Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Water Bottle Hammer Curl,Beginner,Water Bottle,Low,Biceps,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Barbell Reverse Wrist Curl Over a Bench,Intermediate,Barbell,Moderate,Forearms,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,One Arm Medicine Ball Slam,Intermediate,Medicine Ball,Moderate,Core,Shoulders,10 minutes,2 minutes,Strength,90,Increase weight,Moderate
Abs,Standing Medicine Ball Chest Pass,Beginner,Medicine Ball,Low,Chest,Shoulders,8 minutes,1 minute,Strength,70,Increase weight,Low
Back / Wing,Across Chest Shoulder Stretch,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Standing Reach Up Back rotation Stretch,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Shoulder Stretch Behind The Back,Beginner,None,Low,Back,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Incline Dumbbell Side Lateral Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,80,Increase weight,Low
Triceps,Body Ups,Intermediate,None,Moderate,Triceps,None,8 minutes,2 minutes,Strength,70,Increase reps,Low
Hip,Bench Glute Flutter Kicks,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,60,Increase duration,Low
Shoulders,Dumbbell Side Lying Rear Delt Raise,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Hip,Dumbbell Lateral Step Up,Intermediate,Dumbbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Smith Machine Bent Over Row,Intermediate,Smith Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Incline Reverse Grip Dumbbell Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Cardio,Lateral Step-up,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Step Up + Opposite Elbow to Knee Twist,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Cardio,Band Assisted Sprinter Run,Intermediate,Resistance Band,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,100,None,Moderate
Hip,Barbell Step-Up,Intermediate,Barbell,Moderate,Hips,Glutes,12 minutes,3 minutes,Strength,120,Increase weight,Moderate
Full Body,Power Clean,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Back / Wing,Barbell Pullover,Intermediate,Barbell,Moderate,Back,Chest,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Cable Pullover,Intermediate,Cable Machine,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Weighted Pull-up,Advanced,Weight Plate,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase weight,High
Back / Wing,Reverse grip Pull-up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,120,Increase reps,Moderate
Back / Wing,Close Grip Chin Up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,110,Increase reps,Moderate
Back / Wing,Assisted Pull-up,Beginner,Assisted Machine,Low,Back,Biceps,10 minutes,2 minutes,Strength,90,None,Low
Abs,Hanging Knee Raises,Intermediate,None,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Hanging Side Knee Raises,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Trapezius,Smith Machine Shrug,Intermediate,Smith Machine,Moderate,Trapezius,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Hanging Windshield Wiper,Advanced,None,High,Core,Obliques,10 minutes,3 minutes,Strength,100,Increase reps,High
Abs,Toes to Bar,Advanced,None,High,Core,Lower Abs,10 minutes,3 minutes,Strength,120,Increase reps,High
Abs,Weighted Hanging Knee Raises,Advanced,Weight Plate,High,Core,Lower Abs,10 minutes,3 minutes,Strength,130,Increase weight,High
Chest,Kneeling Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Biceps,Lying Cable Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Back / Wing,Standing Reach Up Back rotation Stretch,Beginner,None,Low,Back,None,5 minutes,1 minute,Stretch,10,None,Low
Back / Wing,Shoulder Stretch Behind The Back,Beginner,None,Low,Back,Shoulders,5 minutes,1 minute,Stretch,10,None,Low
Shoulders,Incline Dumbbell Side Lateral Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,80,Increase weight,Low
Triceps,Body Ups,Intermediate,None,Moderate,Triceps,None,8 minutes,2 minutes,Strength,70,Increase reps,Low
Hip,Bench Glute Flutter Kicks,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,60,Increase duration,Low
Shoulders,Dumbbell Side Lying Rear Delt Raise,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Hip,Dumbbell Lateral Step Up,Intermediate,Dumbbell,Moderate,Hips,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Smith Machine Bent Over Row,Intermediate,Smith Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Incline Reverse Grip Dumbbell Row,Intermediate,Dumbbell,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Cardio,Lateral Step-up,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Step Up + Opposite Elbow to Knee Twist,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,90,None,Low
Cardio,Band Assisted Sprinter Run,Intermediate,Resistance Band,Moderate,Cardio,None,10 minutes,2 minutes,Aerobic,100,None,Moderate
Hip,Barbell Step-Up,Intermediate,Barbell,Moderate,Hips,Glutes,12 minutes,3 minutes,Strength,120,Increase weight,Moderate
Full Body,Power Clean,Advanced,Barbell,High,Full Body,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Back / Wing,Barbell Pullover,Intermediate,Barbell,Moderate,Back,Chest,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Cable Pullover,Intermediate,Cable Machine,Moderate,Back,Chest,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Back / Wing,Weighted Pull-up,Advanced,Weight Plate,High,Back,Biceps,10 minutes,3 minutes,Strength,150,Increase weight,High
Back / Wing,Reverse grip Pull-up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,120,Increase reps,Moderate
Back / Wing,Close Grip Chin Up,Intermediate,None,Moderate,Back,Biceps,10 minutes,2 minutes,Strength,110,Increase reps,Moderate
Back / Wing,Assisted Pull-up,Beginner,Assisted Machine,Low,Back,Biceps,10 minutes,2 minutes,Strength,90,None,Low
Abs,Hanging Knee Raises,Intermediate,None,Moderate,Core,Lower Abs,8 minutes,2 minutes,Strength,80,Increase reps,Low
Abs,Hanging Side Knee Raises,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Trapezius,Smith Machine Shrug,Intermediate,Smith Machine,Moderate,Trapezius,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Hanging Windshield Wiper,Advanced,None,High,Core,Obliques,10 minutes,3 minutes,Strength,100,Increase reps,High
Abs,Toes to Bar,Advanced,None,High,Core,Lower Abs,10 minutes,3 minutes,Strength,120,Increase reps,High
Abs,Weighted Hanging Knee Raises,Advanced,Weight Plate,High,Core,Lower Abs,10 minutes,3 minutes,Strength,130,Increase weight,High
Chest,Kneeling Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Biceps,Lying Cable Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Zottman Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Reverse Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Biceps,Seated Close-Grip Concentration Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Biceps Leg Concentration Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Biceps,Prone Incline Barbell Curl,Intermediate,Barbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Overhead Cable Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Seated Hammer Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Seated Biceps Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Seated One-Arm Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Triceps,Seated Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Cable One Arm Lat Pulldown,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Decline Cable Fly,Intermediate,Cable Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Single Arm Cable Preacher Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Smith Machine Bench Press,Intermediate,Smith Machine,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Biceps,Cable Concentration Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Smith Machine Incline Bench Press,Intermediate,Smith Machine,Moderate,Chest,Shoulders,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Back / Wing,Reverse Grip Machine Row,Intermediate,Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Biceps,Reverse Grip EZ-Bar Curl,Intermediate,EZ-Bar,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Biceps,Dumbbell Scott Hammer Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Lever Triceps Extension,Intermediate,Lever Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Bench Dips on Floor,Beginner,None,Low,Triceps,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Abs,Teaser Pilates,Intermediate,None,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Abs,Seated Oblique Twist,Intermediate,None,Moderate,Core,Obliques,8 minutes,2 minutes,Strength,80,Increase reps,Low
Chest,Lever Crossovers,Intermediate,Lever Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Incline Dumbbell Reverse Fly,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Shoulders,Incline Dumbbell Y-Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,80,Increase weight,Low
Shoulders,Dumbbell Incline T-Raise,Intermediate,Dumbbell,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,80,Increase weight,Low
Triceps,Dumbbell Skull Crusher,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Dumbbell Incline Two-Arm Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,One-Arm Pronated Dumbbell Triceps Extension,Intermediate,Dumbbell,Moderate,Triceps,None,10 minutes,2 minutes,Strength,85,Increase weight,Low
Biceps,Cable Rope Hammer Curl,Intermediate,Cable Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Seated EZ-Bar Overhead Triceps Extension,Intermediate,EZ-Bar,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Back / Wing,Incline Barbell Row,Intermediate,Barbell,Moderate,Back,None,12 minutes,3 minutes,Strength,110,Increase weight,Moderate
Erector Spinae,Smith Machine Good Morning,Intermediate,Smith Machine,Moderate,Lower Back,None,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Chest,Reverse Grip Dumbbell Bench Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Erector Spinae,Cable Pull Through,Intermediate,Cable Machine,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Shoulders,Bench Supported Dumbbell External Rotation,Intermediate,Dumbbell,Moderate,Shoulders,Rotator Cuff,10 minutes,2 minutes,Strength,85,Increase weight,Low
Back / Wing,Kneeling Single Arm High Pulley Row,Intermediate,Cable Machine,Moderate,Back,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Abs,Barbell Side Bend,Intermediate,Barbell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Seated Barbell Twist,Intermediate,Barbell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Bent Over Twist,Intermediate,Barbell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Dumbbell Seated Bent Over Rear Delt Row,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Triceps,Cable Incline Triceps Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Lever Chest Press,Intermediate,Lever Machine,Moderate,Chest,None,12 minutes,3 minutes,Strength,100,Increase resistance,Moderate
Chest,Incline Push-up,Beginner,None,Low,Chest,Triceps,5 minutes,1 minute,Strength,50,Increase reps,Low
Chest,Svend Press,Intermediate,Weight Plate,Moderate,Chest,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Dumbbell V-up,Intermediate,Dumbbell,Moderate,Core,Lower Abs,10 minutes,2 minutes,Strength,90,Increase weight,Low
Calisthenic,Reverse Push-up,Beginner,None,Low,Upper Body,None,8 minutes,1 minute,Strength,70,Increase reps,Low
Shoulders,Dumbbell Standing Palms In Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Cardio,Side Shuttle,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Biceps,Biceps Curl Machine,Intermediate,Curl Machine,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Biceps,Dumbbell High Curl,Intermediate,Dumbbell,Moderate,Biceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Lying Shoulder Press,Intermediate,Dumbbell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Triceps,Cable Side Triceps Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Shoulders,Dumbbell Rear Delt Row,Intermediate,Dumbbell,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase weight,Low
Abs,Lever Lying Crunch,Intermediate,Lever Machine,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase resistance,Low
Shoulders,Lever Lateral Raise,Intermediate,Lever Machine,Moderate,Shoulders,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Chest,Alternate Dumbbell Bench Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Abs,Twisting Hyperextension,Intermediate,Hyperextension Bench,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calf,Squat Hold Calf Raise,Beginner,None,Low,Calves,None,8 minutes,1 minute,Strength,70,Increase duration,Low
Abs,Ab Roller Crunch,Intermediate,Ab Roller,Moderate,Core,None,8 minutes,2 minutes,Strength,80,Increase duration,Low
Triceps,Incline EZ-Bar Triceps Extension,Intermediate,EZ-Bar,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase weight,Low
Leg,Bodyweight Walking Lunge,Beginner,None,Low,Legs,None,10 minutes,2 minutes,Strength,80,Increase duration,Low
Triceps,High Pulley Overhead Tricep Extension,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Rope Pushdown,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Triceps,Reverse Grip Pushdown,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable High-To-Low Twist,Intermediate,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable Low-To-High Twist,Intermediate,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Abs,Standing Cable Twist,Intermediate,Cable Machine,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Calisthenic,Cross Arm Push-up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Back / Wing,Upside Down Pull-up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
Triceps,Cable Concentration Extension on Knee,Intermediate,Cable Machine,Moderate,Triceps,None,10 minutes,2 minutes,Strength,90,Increase resistance,Low
Cardio,Tuck Jump,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Abs,L-Sit,Advanced,None,High,Core,None,10 minutes,3 minutes,Isometric,100,Increase duration,High
Chest,Close-Grip Dumbbell Press,Intermediate,Dumbbell,Moderate,Chest,Triceps,12 minutes,3 minutes,Strength,100,Increase weight,Moderate
Hip,Wall Sit,Beginner,None,Low,Hips,Quads,8 minutes,1 minute,Isometric,70,Increase duration,Low
Abs,High Knee Squat,Beginner,None,Low,Core,Quads,8 minutes,1 minute,Strength,70,Increase reps,Low
Back / Wing,Swimming,Beginner,None,Low,Back,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Boxer Shuffle Cardio,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Jab Boxing,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Punches,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Right Uppercut,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Right Cross,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Hook Kick,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,Boxing Right Cross,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Calisthenic,Clap Push-Up,Intermediate,None,Moderate,Upper Body,None,8 minutes,2 minutes,Strength,80,Increase reps,Low
Cardio,Walking High Knee Lunges,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Cardio,High Knees Lift Run,Beginner,None,Low,Cardio,None,10 minutes,2 minutes,Aerobic,80,None,Low
Chest,Above Head Chest Stretch,Beginner,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Chest,Dynamic Chest Stretch,Beginner,None,Low,Chest,None,5 minutes,1 minute,Stretch,10,None,Low
Leg,Kettlebell Pistol Squats,Advanced,Kettlebell,High,Legs,None,15 minutes,3 minutes,Strength,200,Increase weight,High
Shoulders,Kettlebell One-Arm Military Press,Intermediate,Kettlebell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Erector Spinae,Frog Reverse Hyperextension,Intermediate,None,Moderate,Lower Back,Glutes,12 minutes,3 minutes,Strength,100,Increase duration,Moderate
Hip,Kettlebell Split Snatch,Advanced,Kettlebell,High,Hips,Shoulders,15 minutes,3 minutes,Strength,200,Increase weight,High
Abs,Kettlebell Windmill,Intermediate,Kettlebell,Moderate,Core,Obliques,10 minutes,2 minutes,Strength,90,Increase weight,Low
Abs,Kettlebell Swings,Intermediate,Kettlebell,Moderate,Core,Glutes,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Kettlebell Arnold Press,Intermediate,Kettlebell,Moderate,Shoulders,Triceps,10 minutes,2 minutes,Strength,90,Increase weight,Low
Shoulders,Bent Over Rear Delt Fly | Gymstick,Intermediate,Gymstick,Moderate,Shoulders,Rear Deltoid,10 minutes,2 minutes,Strength,85,Increase resistance,Low
Hip,Bodyweight Single Leg Deadlift,Beginner,None,Low,Hips,Glutes,8 minutes,1 minute,Strength,70,Increase duration,Low
Back / Wing,Brachialis Pull-up,Advanced,None,High,Back,Biceps,10 minutes,3 minutes,Strength,120,Increase reps,High
